R0_v,R0_y,w_v,w_y,cv,cy,tv_0,ty_0,r,S_rate_ini,Rcv_rate_ini,Rcy_rate_ini,Rv_rate_ini,Ry_rate_ini,R_rate_ini,group
1.4659099399202002,1.019183714678685,0.3486446003601278,0.4680281639825855,0.4148059933817117,0.7662290137400015,12.97505318988518,14.313394651540637,0.37478099563571676,0.49295299914483826,0.03008650570114927,0.08883490087886269,0.4206990192634722,0.5987104791335038,0.13884169210279285,3001
1.2665456576821066,1.0830362961218498,0.8515956259066287,0.4788952887899982,0.25276621106485714,0.9229956398716117,13.96108740283929,20.101824389998235,0.9187462522179182,0.561158030317604,0.017382786148627233,0.07526753956190423,0.4062865248295894,0.4659007652229672,0.8213385237272022,3002
1.6489365808095076,1.0716098974891524,0.7757028044187095,0.08730610903045942,0.32770780758077506,0.708732692433473,13.09671908628904,18.84078133514846,0.2913504699930446,0.806839772968047,0.07805256008870817,0.036051150176340835,0.16418062441361175,0.7542670083176475,0.6525259596208459,3003
1.633890490211003,1.1150784697863068,0.31063735781861657,0.9847860838909229,0.3726824157180826,0.47048630642865796,14.243054882091116,17.843091721411795,0.9010537931187964,0.45038318974894287,0.03489161384084179,0.035465514187176174,0.10885798302385867,0.6778161542096394,0.2961171548096085,3004
1.8206582190743132,1.2486591395088955,0.7880666230709076,0.4883078197238905,0.3986166630686715,0.6715903688466472,19.77327720648024,15.788300044499708,0.3412622301182866,0.22333577402512494,0.04781021327275613,0.0586560687281478,0.1021861602830573,0.8280053430539602,0.7524998443488198,3005
2.821837331340525,1.125913183010947,0.14184053607086036,0.8766227590100386,0.31005487436624696,0.515500141943734,18.474254101128405,16.64307696115225,0.5379578940989279,0.792199397534635,0.017338643176979453,0.06498886602278106,0.3734661633521916,0.6758947690105372,0.8231860123834481,3006
2.998831267027394,1.1609523068129393,0.9048675121380247,0.6025047741493903,0.6033565984359632,0.4689572387344843,19.043546288902625,14.0169366018952,0.22855014291309886,0.2964586318049015,0.0417749600046767,0.09173379171065657,0.2635636268784429,0.22963698814130198,0.3468590011890569,3007
1.5292813517038562,1.2034530518753095,0.36690696069483525,0.36016914462472455,0.49109445711733507,0.8772448580164003,18.963442644226042,13.333893415830069,0.25246134405527976,0.4494157598429964,0.02269579126653745,0.03431558372913814,0.3548269700040899,0.29296667596685655,0.22948026630960727,3008
1.7337004833839504,1.1021317955430483,0.5963137867260049,0.919315684165955,0.4679738258677511,0.8069453266104551,13.21683157212414,14.59608971667237,0.5792127536186145,0.1703598398427848,0.0365793413166975,0.07954382512882441,0.1199209364308723,0.5333014995882499,0.16892983455026428,3009
2.411716638866822,1.1065868311767164,0.835978226258535,0.6509998561870306,0.4834521404992346,0.1307333963609826,14.566814385699372,15.839297330944925,0.28930805425044454,0.7313794410571942,0.0544477461232038,0.01972549386154232,0.6504838686576706,0.35301805821278354,0.37868731481623463,3010
1.2951506318804924,1.1401101300290597,0.28965898471888357,0.6367487745287844,0.32468482137642096,0.3352891332196787,15.603464843551858,16.04199763269051,0.4492961089368601,0.43765491644045373,0.09247329861720013,0.04984866210800986,0.7955985798081788,0.20809074609406616,0.5722548814764921,3011
