w_v,w_y,cv,cy,tv_0,ty_0,r,S_rate_ini,Rcv_rate_ini,Rcy_rate_ini,Rv_rate_ini,Ry_rate_ini,R_rate_ini,group
0.8210406739833512,0.9401666945328019,0.3810715685975151,0.6974978572873285,14.904010134228994,21.965231641071114,0.46812649574312826,0.6805437129211145,0.08767669743584366,0.053049119109989454,0.17520832380080473,0.31500457234990936,0.15478653097088296,1
0.8114237191842374,0.8221812719514884,0.4623924313843983,0.052236652872059045,12.684840022008592,17.947538131308118,0.7251895131325208,0.4074519206924002,0.09452804604134263,0.06313962724234341,0.6150308160437374,0.28502637567516964,0.13701344799450701,2
0.2227181544326773,0.6570271739820063,0.19433173420694033,0.06697981600050476,16.326566366543563,18.910147409235687,0.5888015846040462,0.28562163837247756,0.03559583252018619,0.013687842821282587,0.5885909993443353,0.5837355082464412,0.43602116057474505,3
0.9305063930245131,0.27776801119230404,0.3759534891285131,0.8575138368006616,17.938384600847332,19.605329037867076,0.7312966220963647,0.6654363830433319,0.0577290675312758,0.038041006549905894,0.6825445177725911,0.3867445171712376,0.4032160729636982,4
0.12340745568161986,0.5138494239552276,0.6693675909071242,0.6788065013820962,15.832254486345487,16.699754863897912,0.1924121627231496,0.4509182346453743,0.07202147455463875,0.04222973070377132,0.5275104898059956,0.6918932279084398,0.7684370861866655,5
0.3654060010669683,0.11977050100568305,0.9136819681666309,0.3982759147953551,20.642614711049674,18.044569007695028,0.7636746231906695,0.11884848414365323,0.021694403963466766,0.07315511748070938,0.7306142133405301,0.6898886401185156,0.18557110371695465,6
0.11270651304330408,0.20795192498703474,0.9210168178709095,0.027320456213144557,17.869915962863622,20.55759085866334,0.6681161386312762,0.5584948369010133,0.01797521112303259,0.07776116872513134,0.6836114102141306,0.5682374575677431,0.6076790213911324,7
0.9546215339027787,0.5077060785005665,0.8980901653014702,0.20542505100113656,15.34405447420517,13.531024857102754,0.4045411561516834,0.1697653477715897,0.04402168262057669,0.08571261208098681,0.7857643448571027,0.14239930097751985,0.8126770093249562,8
0.20433175798747463,0.8673100079007746,0.6193487360710128,0.5065399990737015,21.787623610902337,18.908729409264446,0.2635128131171469,0.2572858007832707,0.06718031687653232,0.025980989656032148,0.798300967079229,0.16575173912844623,0.15688009269078895,9
0.2985080252461169,0.5507403590695122,0.1530868453776103,0.3926081869696335,15.30489822088173,18.64629068617451,0.8086112180583774,0.11191616806435187,0.09031491842501896,0.04777324123933587,0.47028253528540964,0.5419444522274008,0.7225938387270919,10
0.5943091177547172,0.17978982882844413,0.16718037832692764,0.7644203758777236,15.598528570442426,16.667284596246738,0.42078099608393227,0.29088911167179177,0.09674680710609034,0.01758603387447976,0.3173840285001538,0.1614944007017696,0.5467554498427848,11
0.5915428670318854,0.8218652411109554,0.7635754897322492,0.49361571175529134,13.13308122198865,17.680848288347562,0.5915273381500902,0.7988382431205687,0.025010018759006027,0.071331739085347,0.46129758799572784,0.3046957592557194,0.500611981619149,12
0.5858768846928242,0.11612336304489697,0.19259318070158005,0.304097572630644,21.615470318996937,17.918499706734508,0.25099064932220466,0.622935276351154,0.0302047253444332,0.06555650224695873,0.7195894446957849,0.8999310357946233,0.6546568964359681,13
0.9245707251229099,0.2769550379836714,0.3239338382213824,0.5515703395694573,19.836847388629124,12.012127116700572,0.28557664515981895,0.6846177573918685,0.018837421562187127,0.0551461913179347,0.6520658066574219,0.494666162358847,0.5860583556745079,14
0.9152601404730011,0.05948707855335599,0.7349060582071991,0.32589557549971965,17.995894118447417,19.059484158824567,0.8603102775222604,0.20738817428607104,0.09227751761312186,0.02791477616454653,0.7159073334057602,0.2851334383202223,0.3712260531433328,15
0.6130837759231245,0.8792655215843691,0.3205595268033814,0.19165475694532172,18.282887727388974,12.246138847685492,0.1529042598242611,0.24472147924008048,0.09162692620440459,0.08186307614907587,0.7934839554205481,0.6856239321759261,0.5365222967076108,16
0.6324660516272755,0.5510380886857158,0.5640069727124192,0.2546727172019392,19.178845645921655,19.113143827920265,0.6959966916098639,0.11510549344101041,0.09406246513453691,0.06697903490236791,0.22912421557315105,0.4330085390812046,0.5596576581481488,17
0.7853447674636492,0.49302550368399684,0.046686855854012554,0.28812001417647454,17.462128154986253,19.154911820478855,0.3071579981755981,0.39656252356602784,0.09972909906368295,0.04562187333040565,0.7690021925896898,0.7149266671150638,0.23954836980056363,18
0.5603052157845397,0.174277965874667,0.5858544426683269,0.2245865344045682,20.760092938954838,15.750462052351688,0.4748870418209121,0.5122384869049851,0.07544403076708493,0.014692003253043503,0.2305815240787663,0.3492981161267602,0.311087108924472,19
0.3499533609616453,0.5015603512879456,0.6859022558819672,0.06679863286481234,15.213523253945578,17.21735071594339,0.5238319608789479,0.5483168514388005,0.07649504491321468,0.08496664779083202,0.5590216898597974,0.1768278363839235,0.7365825603664603,20
0.6948354010863367,0.040704218221888924,0.5027812326943002,0.5311290684799438,16.22259141819121,19.068204464714825,0.9286965578282603,0.698611436759941,0.09357474534953776,0.07350767508241503,0.7786284805501282,0.5448310070666142,0.45717532227485147,21
0.3791462239801167,0.06961055006921175,0.39081345998178807,0.501267465677245,16.23590795142816,15.758317310339926,0.29769356797233015,0.8218278620640967,0.04727457244216823,0.08593280377537414,0.35471721404984835,0.17292429141875845,0.613312021595941,22
0.6477160453028877,0.7435531700607076,0.11565191390714354,0.7808776646700281,12.683564851624425,18.761731565570493,0.14792480297192645,0.3272173838046613,0.022543464346475525,0.06388012965900833,0.7381927135115348,0.32277013245314423,0.40537581478009166,23
0.7734840784000633,0.6887061574856411,0.8531474348609693,0.58992461201434,12.23391104739191,15.535614320156585,0.8568538639988907,0.4469564261827609,0.09428459935994239,0.04020514572466603,0.5086324725120142,0.4170922468249716,0.7560425133793108,24
0.27540833539656345,0.41875930325136906,0.09853357777195063,0.14925942136771062,13.569434868901757,15.054016105243251,0.8759156060425068,0.7450550240858744,0.025642920369485928,0.07279984709247768,0.6787416855214455,0.28923525188437227,0.6500446963798289,25
0.49928462029924464,0.35799901748083557,0.08897279101504924,0.5562961131068138,12.383727095045028,13.549504309784515,0.4172135137187696,0.32099931281479754,0.03938051011161823,0.06540233133555859,0.875298947693315,0.11504498145326153,0.47493121596269317,26
0.027300337540953207,0.5411911966875248,0.16130511080907636,0.06585590437182406,17.62101229250476,19.277938716115695,0.8515339899995159,0.7583867437972635,0.04990997153511563,0.0464593739362955,0.696689738173257,0.602040899083234,0.5423315950966787,27
0.040626279892239076,0.3182754460412892,0.9389171033220374,0.2736188954588636,13.409865291434683,15.851075129633166,0.821498561784729,0.6293720902466503,0.028540825336330747,0.036130581665247,0.5025758524583233,0.7036548569449933,0.29815552119713884,28
0.11434635565724802,0.2878490901826727,0.013265130570975173,0.7354823428162559,17.513619289080395,19.038023137566967,0.8499565958426821,0.4273767803021359,0.08802262191753732,0.04024953036733549,0.24484896097683345,0.7029899139899726,0.3445022283967861,29
0.6431054379143635,0.37924742846824855,0.6995088239412469,0.6404738690192885,19.5333302817538,19.568162960113796,0.2890813699239857,0.48803141283583873,0.06305528055100405,0.013486378996763752,0.6575569617680949,0.25584826594813265,0.7951736138330124,30
0.2171878504701831,0.8043514696603782,0.49352380048943173,0.3972875931302916,21.359300274823603,13.933804388236766,0.15444085085098658,0.6792856581250917,0.08844480653629422,0.054191418606085874,0.8702219443450158,0.3483556670178698,0.8340659766033378,31
0.36514382863508976,0.2925340122160117,0.7583851169383766,0.06926861521913334,17.24471360346027,16.19616112159881,0.925489416703485,0.504631295042232,0.045883693661837824,0.09579226987030652,0.21063625087097282,0.13971747253934824,0.8967842986833164,32
0.8820586313379428,0.07802991871039616,0.4049793296460664,0.2935758033017034,14.345987995466828,12.432325399487617,0.7868327057927715,0.20664941453935276,0.06658925875692805,0.059754133810739345,0.5956119962307059,0.4264750834954181,0.5894156406658488,33
0.32954086379559105,0.5780148310671421,0.43116391675689936,0.4466516668505808,12.167758236615125,18.659719523205734,0.3942475071091208,0.12637730832850516,0.05782638453693575,0.05208587940186558,0.7869438960587782,0.6411231990387213,0.3290569454309141,34
0.8810588212714613,0.01856599963454745,0.8511661953265163,0.06984482371754727,18.41240955476386,14.64352344178219,0.729158873363739,0.6620057179011944,0.02935512456343998,0.083351342204274,0.635502823057531,0.25989863306341443,0.4719176342779955,35
0.7119252830342327,0.23847918780898228,0.578891176962904,0.13137186871284567,17.667568494008083,17.899145536655443,0.44702435825648523,0.6430845107395464,0.04148954664577167,0.012282869217344547,0.7014746260356052,0.6585607693490472,0.7325884298654428,36
0.5719568776918864,0.6920291342926751,0.7088104331588708,0.7731233281928775,14.240902430626557,12.956302820887872,0.18342602248041964,0.8480231277264358,0.06477354964856048,0.0674479131786221,0.8152073361543829,0.2059356331640619,0.4783400269171728,37
0.27531373154427796,0.7507066419697903,0.5840726776841388,0.6433165648565438,19.87492406642583,18.096116447756142,0.6164631310579796,0.24630367316436733,0.011140245157634131,0.019706344294669075,0.4699157443129901,0.8279599235789655,0.39212728919974327,38
0.36734811511372845,0.41131606497129025,0.03900312654851218,0.3182358531677712,15.493471377497341,15.273180874561557,0.8123837125422451,0.3249006581029569,0.06412100543235044,0.051641220878330465,0.4339392906159075,0.8318460794678983,0.5643677501003016,39
0.058640486642685195,0.4536772615081299,0.30207833087316804,0.8104713968083925,17.32023080413925,21.31694785777803,0.5006136194552567,0.405374636781772,0.06393385794037293,0.06913502575907945,0.7611177336864671,0.8963348752996273,0.44098220528225707,40
0.9565819709318164,0.30791431446111067,0.6916619667478465,0.20127848729748252,16.792964972562594,19.23353553686202,0.4662343913065997,0.38669814185036633,0.0767200208113763,0.09916290348147948,0.6699013310197939,0.42013455176316883,0.8133578183069574,41
0.6958796238412527,0.40380541116194585,0.2097108318488542,0.7645992631076157,14.859400770266287,12.077972421488958,0.1264452285911885,0.6089774753741419,0.037414325969871196,0.06068326538090969,0.21909008405675226,0.5909969240577894,0.7155167864926045,42
