R0_v,R0_y,w_v,w_y,cv,cy,tv_0,ty_0,r,S_rate_ini,Rcv_rate_ini,Rcy_rate_ini,Rv_rate_ini,Ry_rate_ini,R_rate_ini,group
2.860490786450915,1.0834607341345837,0.04198614627199416,0.11606965515783885,0.1530378385408174,0.4659362936399615,14.91284085791228,15.738819679736599,0.28044205584200876,0.8689145250907472,0.08215897971546647,0.05374199486019326,0.14359656453918712,0.4822816149941612,0.22900828467570183,4001
1.9014536223366836,1.2076140259967738,0.9541582827412229,0.11229356501771354,0.897062667913315,0.06259365275680401,19.56385475106321,12.979387726684656,0.5068101498935744,0.8347095815781489,0.050782284297615624,0.036510206733945845,0.23137801714384632,0.6278966132629329,0.1315994014004612,4002
2.055185870067991,1.0839837927368814,0.2796860290254596,0.45996449183727955,0.0606806277254472,0.2598692893386557,13.023122711648378,17.8155240429248,0.8028002811229531,0.7771404118552738,0.06104346304491264,0.01378039443991795,0.4807807323958455,0.4975753834825273,0.14838405005378769,4003
2.837709996118959,1.0524628540910925,0.7773833212479886,0.7492193191038857,0.8688290495314904,0.6900612660960299,13.981008076015257,17.83353996326594,0.8876585008958393,0.380775175713003,0.05074232750585362,0.028653523086352647,0.16438840669685756,0.6124347052152191,0.32137388959562163,4004
2.692658009641881,1.014951259954741,0.9319257594696171,0.282930272002529,0.7356866052781835,0.730213571058142,18.060835527168173,20.336560311640767,0.27596585163626763,0.17893817783187044,0.07970535061608912,0.02901991829227938,0.758278214588093,0.20210143059510402,0.4985484192530333,4005
2.149512379369898,1.226726953369844,0.7645056003637909,0.39010852732795737,0.8324779942846923,0.16494069876024012,15.71048682486416,17.27511896927553,0.7016600113833316,0.895487044846431,0.016892037529924433,0.059836027813472054,0.4941059063031531,0.4202112562039798,0.23313186762084562,4006
1.2794601097545117,1.0302892093589615,0.7793325690444227,0.875638859798923,0.2710603619412741,0.1399766247571593,20.73579096551064,13.25115615009837,0.2592749158641272,0.8040877891867839,0.06896745160566697,0.027172398398960046,0.22788917202895806,0.6638792501039779,0.20278022200603754,4007
1.8933412796478808,1.247990465144408,0.7509432024350717,0.9623189537364374,0.028023168639369767,0.588103623130668,12.053716825503686,18.466896816998943,0.13324256448304767,0.7681716860541058,0.09909763443227439,0.09732524579910781,0.48425335557868643,0.76391587138237,0.43363461912283763,4008
1.7247141276139741,1.1703506115811755,0.6355661455149365,0.21135428594008304,0.8267605493720576,0.5872992614506414,20.522634804752364,20.710347485164004,0.40935313565813836,0.180885528727161,0.09742856065423973,0.0448178065560307,0.6425619787054233,0.3735764660672424,0.8220750637210495,4009
2.089586974312669,1.1110004204215445,0.8404521360590557,0.14052631990784964,0.6925244725080695,0.8292916859584542,16.067543946821417,20.430921416631914,0.4314309640642384,0.5709428716101987,0.09870405491985262,0.07826478745556363,0.28246831462307054,0.8218515617375146,0.20492976245998915,4010
1.4099327014673744,1.0213206832761792,0.6765131891270858,0.7121256803638026,0.9490551988632356,0.7609470807646709,21.84884078125007,18.774897510647257,0.8393061830103552,0.5164801104759172,0.028479210926265305,0.05864420296336692,0.7490832673179246,0.1508330195194896,0.30687934506246184,4011
2.588150573488916,1.041749478240412,0.5475310838999753,0.6094080175640747,0.3781766741206783,0.4116452410694592,12.660713964858937,15.152238010781437,0.7402518775644282,0.8078173026478952,0.013571877903906668,0.02470201395445934,0.44477662262004536,0.17231828479121702,0.35674083364198395,4012
2.3644817466378196,1.0697702573219179,0.6365336551117371,0.21780336891973068,0.9104521379930801,0.9040529521969568,17.59093440622771,17.521729706988285,0.639128042785699,0.8561476436808867,0.07000470329470215,0.09599990291620003,0.5117288270674897,0.3017645833490097,0.7328741730554168,4013
1.8972534299694366,1.0633007553722793,0.7187921445100558,0.24259787872350969,0.5998424439290228,0.9484393813757866,18.915158068689358,13.40102576520502,0.2845288438674784,0.22166378261363143,0.024145674587645966,0.04809346365177716,0.7511008421982844,0.8843204158962447,0.33870383856896835,4014
1.8603657633700772,1.1054495438693437,0.3787777848857138,0.015584906379721706,0.2243344404731963,0.9414961596880953,12.231247791672583,19.465091245340957,0.13116868267544401,0.8779143281262481,0.04885659380182421,0.09987569447558824,0.5828638300793413,0.5845557941464239,0.17067192445926443,4015
1.8770807771200921,1.1995447707846367,0.7095625055262603,0.3420144398541453,0.8073574244187006,0.4607063376984228,21.081631919817003,13.170617721798473,0.195371959422389,0.8003474794155875,0.0996620341111166,0.09459529517842093,0.2753126559495036,0.3353097906400776,0.6938414901255798,4016
2.154336785891817,1.2003209502967604,0.8212214210768873,0.2844144076222534,0.9353199010443666,0.35971611502195266,21.152403075859354,19.173069006354105,0.9487303633593519,0.4385350199299859,0.09693836721709168,0.07097407041702318,0.7532766640597202,0.5935431205925454,0.7822329013697106,4017
1.549145146786893,1.0842676191379552,0.1803148453096878,0.29829952749271127,0.7458499971723309,0.2981657231978889,15.383579004352232,21.248968943225755,0.5720305301955126,0.2571064826765947,0.04769239039942378,0.04036828496556861,0.1997060243549104,0.3623191224880836,0.8653337710078371,4018
1.2842543084940057,1.2489023915666602,0.7627106229631415,0.015248176940305433,0.2292579654474817,0.5966300956888365,17.70981323302002,16.847242678619956,0.17249490252939007,0.6954194203792226,0.08710898738001253,0.07378991823274812,0.8221406777612742,0.6890044327613007,0.6106633774215154,4019
2.7692054836996407,1.1560101864347407,0.32548018482001945,0.6689815960266369,0.2976952679825825,0.3091778106713844,14.748587493603251,21.65116490106711,0.43316701973727467,0.6840303955018352,0.03699478952510771,0.07968688770860702,0.18887781953613203,0.44466842549890273,0.16468913403893765,4020
1.4843069640293964,1.0048844763375515,0.07133664341101977,0.8063382555559944,0.875650213952739,0.4907123633980545,18.873566758260615,20.392605585634584,0.860891756261257,0.8373570977910828,0.027174670105252957,0.08022247744718845,0.7063076593912544,0.1766033959704465,0.6716823864594468,4021
2.746070317467468,1.1220211701108416,0.793177579538613,0.47433210730496056,0.20998913394520788,0.3928391052127771,20.814707156321486,13.315866552824758,0.3631835988359814,0.33292447092845245,0.020721583938213772,0.07304736160363234,0.5293888752419484,0.7927598681260504,0.5251843806301179,4022
2.7590297187362407,1.190397408780754,0.06352399334912094,0.1997688988544043,0.6944011345672559,0.2076577705019491,21.62969057196686,17.652340212560894,0.530647221993172,0.37185184073211197,0.019560767487617856,0.0518260042689556,0.2140728157689865,0.5003434613237876,0.8894471092345059,4023
2.95505199821656,1.135791057616838,0.18082585280250602,0.8527119348448599,0.33381053600670135,0.7297583946812731,20.951598739361966,14.84271727373575,0.8362669881177852,0.30700441200432627,0.07005496791126102,0.06669886848855137,0.4566335210896477,0.593665471672918,0.21068429765230373,4024
2.317550884452527,1.2462281769942918,0.36575449366971907,0.2074862692706689,0.9047826788586033,0.7064229362391535,14.563983912741605,19.641808894353467,0.4825622458412301,0.7180013185565918,0.05318632702113721,0.016780154155076117,0.23207221376523832,0.2991762938014019,0.5090505782324019,4025
1.4009522354190944,1.0738861600071363,0.21493498203043934,0.7932634833709198,0.11442734155971457,0.2678818764793765,20.935899011932257,18.127357136073663,0.1484183329684328,0.3578616660133017,0.09344497498371156,0.056745160945034887,0.4370097758698904,0.35068417508579497,0.3837797704649868,4026
