R0_v,R0_y,w_v,w_y,cv,cy,tv_0,ty_0,r,S_rate_ini,Rcv_rate_ini,Rcy_rate_ini,Rv_rate_ini,Ry_rate_ini,R_rate_ini,group
2.3068989246004366,1.0232199859775488,0.7034952484496518,0.9274726997938005,0.5314609766179411,0.9171969429039508,19.528404556994662,15.001563658550287,0.6814118952692768,0.8469746587793984,0.08246361379397361,0.09335180991049047,0.4174998485591237,0.42972430394494077,0.5701833198976497,1001
1.9517725087428142,1.1208610886928827,0.8714394896790696,0.5235075977054325,0.08361862507320524,0.21009995982483348,14.825016369766574,19.74651849721861,0.677914786653827,0.6805256771948381,0.06535724101069913,0.09467260607370803,0.8339224780585431,0.5433627801541858,0.6288979311997781,1002
2.3958326165033967,1.1419915161095742,0.06734447770653672,0.44978018264291414,0.42066889221452314,0.44893539358468276,14.90819407155702,16.81528831857159,0.44909007463129846,0.5109337396579953,0.01829871203511813,0.017933753720558422,0.6904921629625745,0.7680428586325967,0.14818892562409,1003
1.417743381706451,1.125786845096157,0.6431099317059272,0.6863448438030156,0.7422574952289367,0.10269633294380966,12.295609813553682,18.360431459798498,0.10468748444098097,0.473935445208882,0.09834326296520782,0.09352611527606168,0.7574131580929965,0.5316303503915444,0.507229373190992,1004
2.3855687290386234,1.0203387932532602,0.8672782645309598,0.5775513374186166,0.6838110667027673,0.35478673368423946,13.409700597473144,14.13749150265997,0.4117963288848092,0.20659474246464604,0.04334668390161108,0.09293124833550036,0.5826869939600597,0.38582858451485635,0.5149337084229695,1005
2.7480681630104478,1.0029826373053925,0.2880522224869858,0.013780162085417144,0.04461724367196963,0.23821144039262077,15.52563003699574,19.121437516876966,0.17942255862474854,0.7660145490005841,0.025504450617381987,0.018167310543769917,0.4458643636087031,0.5195138067826416,0.21406123873219315,1006
2.7913493392686837,1.1060812873173098,0.932536348804104,0.03211320619047234,0.20367650247055397,0.794125628031318,19.833453350983206,12.156213961277654,0.2238581031652474,0.6126972351551261,0.07595531239589974,0.07790407356386672,0.5581533348827987,0.8060131798547762,0.2575737290191389,1007
2.06205186382167,1.1594477958202798,0.4464377359707394,0.6574891364617445,0.09589897540883889,0.08017441092716704,13.897035481314209,19.17851638071723,0.7629695931192555,0.27180456565936056,0.044354875957841676,0.09489506616688656,0.23653178604496575,0.8542822614358334,0.49996393611942225,1008
1.4743427235104927,1.026722408542351,0.9185991308841628,0.2144662579875981,0.7818832710109733,0.5497866325739256,12.228115561121992,20.5117495041342,0.807543235058621,0.5443757725624967,0.07165966180841163,0.041894453560126686,0.2882508624877289,0.2656855709063909,0.22749315612536064,1009
1.7427380460550497,1.150181480972452,0.7920918351836127,0.9688903367988915,0.8429150223063617,0.9411222032879177,21.75314161239516,18.220758076766096,0.40693622571768495,0.2816773611319324,0.05110015013225005,0.070233186662199,0.8812512577395218,0.6617394418018611,0.2848022389456273,1010
1.4335886306535377,1.0913436386362776,0.5253853247680869,0.3800606366187546,0.3777519644266996,0.826574174944912,18.70380271973161,19.95838044019336,0.2819738654579323,0.258534777086035,0.014578314743968031,0.038633044632632486,0.1910997840474197,0.3959779914602328,0.7915206064128703,1011
2.275135067314756,1.1898083115512508,0.6610104323414432,0.7347349407390683,0.4242285621586052,0.8851088780832467,19.808787540493178,15.754557565491746,0.5971603517952457,0.8645630869058952,0.07266980159946985,0.09050144254845643,0.276565400531295,0.565966035159164,0.506028587232018,1012
2.3265377627313955,1.228883853611232,0.7736632716871206,0.8118732641922987,0.8272938112467241,0.461182280844701,14.06173283025905,20.08276146495317,0.3333862624298942,0.20388245915729927,0.06273758409013445,0.030868832685588807,0.5277189027439547,0.6420425798587146,0.4135221404773255,1013
2.377244914777731,1.0177307534877007,0.024344541899380276,0.6027933010969581,0.5032775933656785,0.7970352456934476,20.105838556899123,13.58999556877564,0.45380815256980545,0.4003140756201189,0.0918097314235021,0.023920325950122473,0.36665667071211905,0.6668224358276063,0.7422782089963776,1014
1.3411575086773526,1.0812364660373917,0.7074483301280864,0.9742967555392735,0.09281837781486844,0.9463588502201411,18.038796962805637,12.909865007906195,0.5810890260290406,0.2125999979175008,0.09100322101718455,0.07089609543418317,0.5580766812045405,0.766923855409387,0.4054525714531667,1015
1.7503932785398777,1.0618555584666376,0.22690401361137677,0.24452878642160003,0.3980526384973941,0.9020728809287405,18.04701171205355,17.55036684370474,0.14819600838123434,0.6538929883181648,0.08056923754975714,0.016748400169025054,0.32260864724314176,0.5573330177771595,0.3234432100120296,1016
1.8045519206295029,1.2035803078534797,0.017669260425494486,0.9486695713899232,0.4893070459142452,0.355585313421833,17.16114874499509,17.292243203687775,0.14685773097196014,0.8260925261995168,0.01614898653414073,0.0905735754741932,0.8074375060561544,0.3605650971374972,0.7130130985683517,1017
1.4005080861107775,1.0921063804591382,0.9321975157988165,0.16889198474950673,0.33662252951641514,0.567952235334222,15.4774791127502,20.305145867354796,0.8123465069362915,0.882856252451158,0.027121669956558292,0.07103073666540155,0.1945377614114093,0.39138508437542796,0.20631092055063602,1018
2.0997334198441524,1.1449578502030717,0.44747490280718,0.9735965307358886,0.14671924008507908,0.5405448159529372,16.931998537370394,12.83990340481278,0.9416860096329025,0.3165775330074086,0.053012875754364294,0.03702987184591167,0.5411791370224359,0.15495586527134067,0.1490802046278998,1019
2.841519287571379,1.2307179982069676,0.46370904528193757,0.4998015780905225,0.3426321138365836,0.841789625679059,21.34403847558289,13.766677279389373,0.6226636920603581,0.5106805257087665,0.026435980382373853,0.08233807221781562,0.17159004503636793,0.6401583362208147,0.8391822082507503,1020
1.6900940538316436,1.153673253830158,0.8717646847800232,0.3686103731001845,0.4450345022418794,0.630342910734607,19.4086334128329,16.45255837777313,0.44715388647474974,0.2591220766147063,0.04071026868455205,0.028905266735985237,0.17884964146088278,0.40224260241185883,0.40620092312091793,1021
1.4744844878936496,1.0670665488034718,0.7208080986879136,0.3576880404020574,0.4174536483260873,0.8459648728325242,21.809518024289915,18.971659691407357,0.5314688080266884,0.6970863282634547,0.06748035195683244,0.06692721370309247,0.8366053292496937,0.80534423753109,0.2229428734090619,1022
2.8020790503225363,1.1824535164034258,0.6545304916882124,0.3516911947445583,0.0943360600190469,0.7018326035776137,12.582773414114088,17.626824121843324,0.675335656125403,0.34988878167967863,0.06561442862706518,0.052615840029444985,0.39928730467321827,0.18887401908350943,0.5607778309119835,1023
2.3621767900635393,1.1113539470139249,0.8284865455818161,0.09434277855352936,0.9195436833971045,0.43095226419321825,13.150442987097719,14.821400259124912,0.7855139718831347,0.23108102693913207,0.02153259483538878,0.0837540614090828,0.8516816605380881,0.7948099587615237,0.6346476818360506,1024
2.8456179520425806,1.2059808040671662,0.5935272255927349,0.25919646445358535,0.4434444972181382,0.910292994239662,13.249062661585347,16.35115076673111,0.6423291500608096,0.37784344688524296,0.03620880966047942,0.0984925028902578,0.7002146322620353,0.3189129517831548,0.5019109688505969,1025
1.5910208810783764,1.2012867968852854,0.41706829948169943,0.9674503078940253,0.10870841645707342,0.7110804667637537,15.12945201476931,21.58034467553997,0.4543220827461719,0.7675594026119573,0.08203552676163879,0.08152999843969955,0.6151252046877996,0.8046944040123981,0.6286021803432957,1026
2.7298716705165127,1.0970871711449044,0.43894321681275983,0.5773795040613253,0.690120626191049,0.22894657877817004,16.56764695689884,14.0212009457265,0.35053270935532577,0.11640402614138673,0.03228976167596336,0.0878551507410093,0.6543400518439751,0.4069602299776338,0.28500287943180724,1027
1.2989242958852953,1.025582140102508,0.09479402477797522,0.32234132850639846,0.27566031925985834,0.16973728820345999,13.958381584530951,13.90616822019862,0.22179668293221022,0.5873168461724417,0.09302453576929746,0.06939452551164045,0.13160993164710444,0.4873479450332191,0.3292381034055148,1028
1.810524966158279,1.2132838088759197,0.5992057393622252,0.2351248904472097,0.5009053835526263,0.07790414448867199,20.090761480489494,13.27748564300317,0.6985245636997217,0.23637747698249947,0.03432292599257384,0.04307533725584421,0.8120575836813659,0.24863685153163648,0.3048811709601088,1029
