R0_v,R0_y,w_v,w_y,cv,cy,tv_0,ty_0,r,S_rate_ini,Rcv_rate_ini,Rcy_rate_ini,Rv_rate_ini,Ry_rate_ini,R_rate_ini,group
2.2934053844058617,1.060328695872198,0.2934717830135181,0.8332994550826971,0.34464356244120486,0.5563756741624489,16.840798363980376,19.271710443824002,0.3756398746090178,0.1947359462275323,0.024700021484000318,0.056392739444511494,0.5437436026683329,0.7405256842198478,0.4354072563849929,2001
1.844475079611549,1.2119305815047545,0.5929244002109745,0.901497841920696,0.3297086086341909,0.6059084860109101,20.597632444107667,19.35196388388559,0.2950036549279672,0.5267461016183321,0.09522680723994092,0.09060458943930984,0.5424903320587036,0.25649763726539543,0.3633361993797609,2002
2.810786177960342,1.129042745897574,0.03459963866719559,0.1390091334767467,0.7563514705829174,0.1516453760080776,17.068794883854515,12.434838543322332,0.4023929495997077,0.34061024954791175,0.07402394066207109,0.06930260248947188,0.3258726049608056,0.4509920335830171,0.2759818297688569,2003
1.4320596163993997,1.099433942286774,0.6307962007675266,0.3172420440073929,0.17922275095474877,0.414353754162299,16.986141646796586,19.16561199991159,0.23996562257299092,0.8749640211627395,0.05765251958453566,0.045547061215285956,0.6033571378248472,0.48186217986274216,0.5666380510964554,2004
1.3623387118055372,1.1198558934981888,0.7581173376663404,0.7427486389383675,0.7838412976603516,0.6603656371328889,18.40683121662776,21.534273757269357,0.2540288714486343,0.813948048674314,0.03611719515904929,0.0505291453923359,0.6479943187027757,0.42859378030744755,0.12089149956339636,2005
1.6454279844881858,1.1523820205982207,0.1400008800273469,0.10202938765720382,0.6785096139243778,0.7543432594704005,19.933971165532558,21.23309717352904,0.35803313331580977,0.5897437439884915,0.024028027425117983,0.05021389710762503,0.8708367181870965,0.6084084799626651,0.17949941337477446,2006
2.878436004764686,1.1520052698202896,0.22526385378240515,0.20494258060002227,0.2986067229429155,0.688075771550272,16.92795193623323,18.76622291094497,0.14395469688725676,0.10084975717147451,0.06912330815360083,0.07171740079806219,0.6594479372010927,0.6737829686841842,0.17602020535561355,2007
2.8587067812378537,1.151621269992689,0.7653479262976208,0.4202611008889642,0.7273967404715924,0.29289385313951644,21.43447992455509,13.302351252931135,0.5639705268259916,0.713607892777727,0.06180680419677872,0.029892932489885782,0.22726657123768854,0.7232490707183863,0.8109909612240721,2008
2.0686845199662907,1.1848651819261984,0.12913100118944668,0.884513919001495,0.21805059742798127,0.2044082637425607,12.885813733154679,18.45261688735859,0.9314276462125687,0.19343325364871178,0.06474471218200357,0.0455550877893561,0.8490386129479589,0.8807858575615471,0.6408912390866018,2009
2.713688937384413,1.1861405765770265,0.7613079460010704,0.7547197551963613,0.741683941060658,0.30776201203664244,17.745868539397065,12.821446660607988,0.7908981558655669,0.8258939073407167,0.09541733298915246,0.06731657641369067,0.6003019841104411,0.2055729475985315,0.1178711921742244,2010
